id,day,pressure,maxtemp,humidity,cloud,sunshine,winddirection,windspeed,temp_diff,humidity_index,windspeed_category,rainfall
1091,362,1013.4,21.1,95.0,88.0,0.0,70.0,34.3,1.3000000000000007,4.75,Medium,1
1092,363,1014.6,20.4,95.0,91.0,0.0,50.0,30.3,3.5,5.248618784530386,Medium,1
1093,364,1017.5,23.7,86.0,90.0,1.1,50.0,39.7,8.399999999999999,5.276073619631902,Medium,1
1094,365,1017.0,22.1,91.0,88.0,0.0,40.0,39.7,2.5,4.375,Medium,1
1095,1,1017.8,16.9,90.0,100.0,0.0,40.0,24.2,2.299999999999999,5.660377358490566,Medium,1
1096,2,1016.7,18.2,90.0,100.0,0.0,40.0,23.3,2.799999999999999,5.521472392638037,Medium,1
1097,3,1016.4,16.7,79.0,91.0,0.0,60.0,39.7,2.0,5.064102564102564,Medium,1
1098,4,1014.3,15.6,78.0,77.0,3.5,20.0,39.7,5.6,5.2,Medium,0
1099,5,1022.1,15.9,74.0,81.0,2.1,50.0,28.2,3.700000000000001,4.933333333333334,Medium,1
1100,6,1020.6,17.6,59.0,25.0,2.4,20.0,33.5,6.400000000000002,3.933333333333333,Medium,0
1101,7,1022.2,14.8,84.0,88.0,0.0,20.0,30.0,10.8,5.6,Medium,1
1102,8,1020.3,17.6,81.0,100.0,0.0,20.0,32.4,3.1000000000000014,5.159235668789809,Medium,1
1103,9,1017.7,17.4,95.0,100.0,0.0,60.0,39.3,1.4999999999999982,5.7228915662650595,Medium,1
1104,10,1022.3,15.2,78.0,94.0,0.0,60.0,37.0,1.6999999999999993,4.936708860759493,Medium,1
1105,11,1021.1,15.5,61.0,95.0,0.0,40.0,24.9,3.6999999999999993,4.066666666666666,Medium,1
1106,12,1024.9,20.2,70.0,38.0,9.1,20.0,39.7,5.6,4.1916167664670665,Medium,0
1107,13,1024.7,14.6,79.0,91.0,0.0,10.0,39.7,2.0,5.266666666666667,Medium,1
1108,14,1020.5,18.0,79.0,88.0,0.0,20.0,28.6,2.6999999999999993,4.759036144578313,Medium,1
1109,15,1027.2,20.6,75.0,51.0,7.4,50.0,15.2,6.400000000000002,4.237288135593221,Low,0
1110,16,1023.8,18.1,72.0,20.0,10.1,70.0,14.8,6.500000000000002,4.8,Low,0
1111,17,1025.9,10.9,73.0,67.0,2.5,50.0,30.3,3.9000000000000004,4.866666666666666,Medium,0
1112,18,1023.7,15.8,72.0,7.0,9.1,20.0,9.2,8.100000000000001,4.8,Low,0
1113,19,1020.6,17.1,78.0,11.0,9.8,60.0,34.0,3.6000000000000014,5.131578947368421,Medium,0
1114,20,1021.3,19.6,64.0,73.0,5.2,60.0,20.2,3.900000000000002,3.6363636363636362,Medium,0
1115,21,1017.6,17.3,93.0,95.0,0.0,20.0,35.8,2.6000000000000014,5.7763975155279494,Medium,1
1116,22,1027.9,21.6,77.0,93.0,0.6,20.0,15.1,5.300000000000001,4.162162162162162,Low,0
1117,23,1013.4,16.5,92.0,100.0,0.0,50.0,20.0,2.8000000000000007,6.133333333333334,Low,1
1118,24,1023.6,24.2,39.0,49.0,10.2,60.0,38.3,6.0,1.875,Medium,0
1119,25,1020.9,24.9,72.0,40.0,10.1,10.0,19.8,9.099999999999998,3.9779005524861875,Low,0
1120,26,1013.9,24.6,91.0,82.0,0.0,80.0,27.4,3.900000000000002,4.0807174887892375,Medium,1
1121,27,1015.6,21.9,79.0,45.0,7.8,40.0,9.2,3.3999999999999986,3.8725490196078436,Low,0
1122,28,1024.6,16.1,76.0,89.0,0.0,200.0,33.2,2.6000000000000014,5.066666666666666,Medium,0
1123,29,1017.6,24.8,91.0,89.0,0.2,50.0,37.5,5.0,4.272300469483568,Medium,1
1124,30,1015.4,24.9,77.0,55.0,7.6,10.0,17.2,5.399999999999999,3.5813953488372094,Low,0
1125,31,1017.1,21.9,91.0,94.0,0.0,70.0,28.4,2.1999999999999993,4.55,Medium,1
1126,32,1017.6,23.9,89.0,88.0,0.2,80.0,14.5,4.0,4.218009478672985,Low,1
1127,33,1013.1,22.9,95.0,95.0,0.0,30.0,22.6,3.6999999999999993,4.5893719806763285,Medium,1
1128,34,1019.5,21.5,79.0,47.0,6.8,70.0,9.1,3.8000000000000007,3.779904306220096,Low,1
1129,35,1019.9,25.9,90.0,89.0,2.0,40.0,28.9,7.799999999999997,3.9301310043668125,Medium,1
1130,36,1017.0,22.4,76.0,69.0,7.6,40.0,11.3,3.8999999999999986,3.7623762376237626,Low,0
1131,37,1017.5,23.1,80.0,88.0,0.0,50.0,39.5,5.700000000000003,4.020100502512563,Medium,1
1132,265,1020.6,18.4,75.0,86.0,0.0,40.0,24.9,1.5,4.385964912280701,Medium,1
1133,39,1014.9,23.3,87.0,88.0,0.0,60.0,15.1,2.400000000000002,4.027777777777778,Low,1
1134,40,1014.0,23.0,80.0,87.0,0.1,70.0,14.5,2.3999999999999986,3.791469194312796,Low,1
1135,41,1020.3,17.4,75.0,49.0,10.0,20.0,24.8,2.8999999999999986,4.966887417218543,Medium,0
1136,42,1024.2,24.0,77.0,75.0,5.7,60.0,21.6,8.7,4.2076502732240435,Medium,0
1137,43,1021.4,20.9,78.0,88.0,0.9,30.0,29.8,5.599999999999998,4.534883720930233,Medium,1
1138,44,1015.2,18.2,75.0,88.0,2.5,40.0,20.2,1.8999999999999986,4.335260115606936,Medium,1
1139,45,1024.5,18.9,72.0,65.0,5.9,20.0,28.0,3.8999999999999986,3.91304347826087,Medium,0
1140,46,1018.9,20.2,90.0,90.0,1.0,40.0,22.5,2.099999999999998,4.522613065326634,Medium,1
1141,47,1019.0,20.7,92.0,88.0,0.2,40.0,15.0,2.5,4.6,Low,1
1142,48,1013.3,17.1,87.0,90.0,0.2,20.0,25.1,1.9000000000000021,5.058139534883721,Medium,1
1143,49,1017.7,20.4,90.0,88.0,0.0,70.0,35.3,3.299999999999997,4.972375690607734,Medium,1
1144,50,1022.2,15.1,74.0,83.0,1.2,20.0,9.1,4.299999999999999,4.933333333333334,Low,1
1145,51,1013.9,18.6,95.0,96.0,1.1,70.0,33.5,2.200000000000003,5.555555555555555,Medium,1
1146,52,1016.7,17.4,96.0,100.0,0.2,50.0,16.1,1.0,5.454545454545454,Low,1
1147,53,1022.6,16.4,93.0,93.0,0.2,20.0,17.3,2.1999999999999993,6.078431372549019,Low,1
1148,54,1024.3,15.5,79.0,88.0,0.2,40.0,14.6,3.9000000000000004,5.266666666666667,Low,1
1149,55,1022.3,17.5,92.0,96.0,0.0,40.0,19.0,0.6000000000000014,5.054945054945055,Low,1
1150,56,1023.9,14.7,97.0,95.0,0.9,70.0,24.5,2.799999999999999,6.466666666666667,Medium,1
1151,57,1012.2,20.6,95.0,93.0,0.0,70.0,39.5,3.5,5.0,Medium,1
1152,58,1012.4,20.1,92.0,87.0,0.3,50.0,22.4,3.0,4.946236559139785,Medium,1
1153,59,1018.7,21.6,81.0,88.0,0.0,50.0,37.7,2.0,4.111675126903553,Medium,1
1154,60,1016.9,22.2,92.0,85.0,0.2,50.0,12.6,1.8999999999999986,4.220183486238532,Low,1
1155,61,1017.8,16.3,97.0,95.0,0.0,40.0,30.3,2.1000000000000014,6.339869281045751,Medium,1
1156,62,1013.4,19.0,97.0,95.0,0.0,50.0,20.3,2.1000000000000014,5.511363636363636,Medium,1
1157,63,1015.5,19.9,96.0,92.0,0.2,40.0,14.1,1.7999999999999972,5.303867403314917,Low,1
1158,64,1016.8,18.4,95.0,95.0,0.0,50.0,20.0,2.299999999999997,5.491329479768786,Low,1
1159,65,1016.0,21.8,70.0,49.0,11.0,20.0,37.5,4.199999999999999,3.6082474226804124,Medium,0
1160,66,1023.2,16.3,59.0,88.0,0.1,40.0,16.0,0.8000000000000007,3.7579617834394905,Low,1
1161,67,1018.9,22.3,79.0,88.0,0.0,70.0,33.4,3.1000000000000014,3.798076923076923,Medium,1
1162,68,1020.9,22.8,73.0,19.0,2.4,20.0,14.8,5.900000000000002,3.9247311827956985,Low,0
1163,69,1017.8,20.1,92.0,83.0,0.3,50.0,16.1,0.5,4.577114427860696,Low,1
1164,70,1016.0,21.4,75.0,20.0,9.8,60.0,9.1,3.099999999999998,3.8860103626943006,Low,0
1165,71,1016.8,20.2,95.0,95.0,0.0,50.0,25.1,3.599999999999998,5.248618784530386,Medium,1
1166,72,1018.4,18.3,95.0,96.0,0.3,20.0,9.1,3.8000000000000007,5.337078651685393,Low,1
1167,73,1017.1,26.0,85.0,89.0,0.5,30.0,18.0,5.699999999999999,3.7610619469026547,Low,1
1168,74,1015.3,23.6,85.0,80.0,0.0,40.0,9.1,3.6000000000000014,3.7777777777777777,Low,1
1169,75,1017.1,21.3,83.0,84.0,0.6,80.0,37.9,2.1000000000000014,3.9903846153846154,Medium,0
1170,76,1013.3,25.9,91.0,88.0,1.4,50.0,33.2,4.399999999999999,3.939393939393939,Medium,1
1171,77,1014.4,26.6,91.0,91.0,2.1,40.0,16.0,4.300000000000001,3.9055793991416308,Low,1
1172,78,1021.2,26.2,77.0,62.0,10.0,60.0,39.5,5.0,3.1048387096774195,Medium,1
1173,79,1013.8,24.8,93.0,100.0,0.2,100.0,39.7,1.1000000000000014,3.82716049382716,Medium,1
1174,80,1011.7,26.1,85.0,79.0,5.0,70.0,22.0,6.400000000000002,4.0476190476190474,Medium,1
1175,81,1011.4,16.3,76.0,79.0,2.2,30.0,35.6,2.700000000000001,4.967320261437909,Medium,0
1176,82,1019.8,28.1,92.0,88.0,0.8,120.0,21.9,4.5,3.6220472440944884,Medium,1
1177,83,1006.9,21.9,92.0,90.0,0.2,20.0,20.5,2.099999999999998,4.577114427860696,Medium,1
1178,84,1008.4,21.3,75.0,83.0,9.2,50.0,27.6,3.6000000000000014,3.8860103626943006,Medium,1
1179,85,1009.9,26.4,90.0,83.0,3.7,100.0,25.0,3.6999999999999993,3.629032258064516,Medium,1
1180,86,1014.2,26.3,97.0,93.0,0.0,50.0,9.1,5.300000000000001,4.199134199134199,Low,1
1181,87,1012.1,27.9,89.0,84.0,2.1,80.0,14.2,3.799999999999997,3.449612403100775,Low,1
1182,88,1011.7,25.2,89.0,81.0,0.3,180.0,30.6,2.099999999999998,3.7083333333333335,Medium,1
1183,89,1013.0,27.0,91.0,88.0,1.1,60.0,27.9,3.3999999999999986,3.5135135135135136,Medium,1
1184,90,1008.5,27.9,93.0,88.0,0.3,40.0,14.3,4.599999999999998,3.675889328063241,Low,1
1185,91,1010.7,24.8,91.0,88.0,0.0,50.0,27.3,3.0,3.9912280701754383,Medium,1
1186,92,1017.0,26.7,87.0,89.0,0.2,80.0,17.3,3.0,3.508064516129032,Low,0
1187,93,1013.3,25.3,89.0,88.0,1.5,80.0,28.0,4.300000000000001,3.8528138528138527,Medium,1
1188,94,1014.4,26.8,90.0,83.0,1.3,70.0,17.5,6.400000000000002,3.7815126050420167,Low,1
1189,95,1011.5,27.6,90.0,88.0,1.8,40.0,22.6,3.200000000000003,3.5294117647058822,Medium,1
1190,96,1007.8,28.2,89.0,84.0,2.5,40.0,15.4,4.099999999999998,3.3969465648854964,Low,1
1191,97,1006.4,26.9,87.0,81.0,1.1,70.0,28.8,2.1999999999999993,3.3590733590733595,Medium,1
1192,98,1015.0,28.4,97.0,88.0,1.0,50.0,30.0,3.6999999999999993,3.803921568627451,Medium,1
1193,99,1005.6,28.1,82.0,80.0,2.5,220.0,13.8,5.0,3.2669322709163344,Low,1
1194,100,1012.7,29.1,87.0,82.0,2.5,100.0,16.5,3.700000000000003,3.246268656716418,Low,1
1195,101,1016.0,26.3,90.0,83.0,0.1,200.0,20.9,1.8000000000000007,3.6437246963562755,Medium,1
1196,102,1012.5,26.3,93.0,88.0,0.1,30.0,13.4,1.6000000000000014,3.6904761904761907,Low,0
1197,103,1014.5,28.6,87.0,89.0,2.1,30.0,35.3,3.900000000000002,3.3984375,Medium,1
1198,104,1012.6,28.8,89.0,83.0,1.0,60.0,15.0,4.100000000000001,3.5177865612648223,Low,1
1199,105,1017.1,27.6,84.0,85.0,1.8,80.0,27.4,3.1000000000000014,3.255813953488372,Medium,1
1200,106,1012.3,30.2,84.0,83.0,2.6,230.0,12.0,4.800000000000001,3.010752688172043,Low,1
1201,107,1008.8,27.8,93.0,86.0,0.0,190.0,14.5,2.8000000000000007,3.509433962264151,Low,1
1202,108,1009.9,30.3,84.0,85.0,3.1,190.0,16.0,4.100000000000001,3.010752688172043,Low,1
1203,109,1009.4,29.3,89.0,88.0,2.2,170.0,20.0,3.3000000000000007,3.1899641577060933,Low,1
1204,110,1012.6,28.8,89.0,88.0,0.4,200.0,22.0,4.900000000000002,3.463035019455253,Medium,1
1205,111,1009.5,28.4,84.0,75.0,7.2,70.0,25.1,3.6999999999999993,3.2061068702290076,Medium,1
1206,112,1010.4,28.1,80.0,78.0,5.4,40.0,12.6,2.6000000000000014,3.0303030303030303,Low,1
1207,113,1010.3,28.7,90.0,81.0,2.3,70.0,23.3,3.8999999999999986,3.3582089552238803,Medium,1
1208,114,1013.0,28.8,91.0,90.0,1.3,80.0,24.9,5.199999999999999,3.5546875,Medium,0
1209,115,1012.3,30.8,84.0,81.0,2.3,100.0,14.3,4.0,3.0656934306569346,Low,1
1210,80,1011.5,29.8,87.0,81.0,2.5,20.0,12.7,4.699999999999999,3.246268656716418,Low,1
1211,117,1011.6,28.4,85.0,83.0,3.7,60.0,14.3,3.599999999999998,3.256704980842912,Low,1
1212,118,1013.0,28.6,76.0,74.0,6.0,60.0,9.2,3.8000000000000007,2.980392156862745,Low,1
1213,119,1013.0,26.2,79.0,70.0,6.0,70.0,31.9,3.099999999999998,3.237704918032787,Medium,1
1214,120,1008.3,28.8,94.0,88.0,1.0,190.0,16.9,4.699999999999999,3.468634686346863,Low,1
1215,121,1005.9,28.7,81.0,82.0,0.4,220.0,15.2,2.1999999999999993,2.852112676056338,Low,1
1216,122,1008.4,30.8,81.0,88.0,0.4,210.0,13.0,5.0,2.934782608695652,Low,1
1217,123,1008.5,30.6,81.0,78.0,4.5,30.0,16.5,4.200000000000003,2.862190812720848,Low,1
1218,124,1013.0,28.7,81.0,61.0,7.2,50.0,9.1,3.8999999999999986,3.0111524163568775,Low,1
1219,125,1013.0,28.7,92.0,78.0,1.0,70.0,15.8,3.8999999999999986,3.524904214559387,Low,1
1220,126,1010.6,27.8,90.0,86.0,1.2,190.0,15.1,2.5,3.370786516853933,Low,1
1221,127,1009.3,30.8,87.0,88.0,0.9,220.0,11.9,5.400000000000002,3.140794223826715,Low,1
1222,128,1008.4,28.1,85.0,83.0,3.7,210.0,16.0,2.900000000000002,3.171641791044776,Low,1
1223,129,1008.1,30.7,81.0,87.0,8.3,230.0,15.7,4.899999999999999,2.9779411764705883,Low,1
1224,130,1008.8,30.6,87.0,83.0,2.2,180.0,26.9,6.300000000000001,3.1868131868131866,Medium,1
1225,131,1008.5,31.0,85.0,88.0,1.5,230.0,27.0,4.5,2.8428093645484953,Medium,1
1226,132,1008.1,32.8,84.0,78.0,2.9,220.0,25.1,6.099999999999998,2.8093645484949836,Medium,1
1227,133,1009.8,33.0,79.0,86.0,3.3,220.0,27.6,5.100000000000001,2.6333333333333333,Medium,1
1228,134,1008.5,31.2,86.0,88.0,1.2,220.0,13.2,4.399999999999999,3.0714285714285716,Low,1
1229,135,1006.8,33.1,90.0,82.0,3.1,80.0,22.9,4.200000000000003,3.0,Medium,1
1230,136,1006.6,32.9,87.0,80.0,4.2,230.0,20.5,5.799999999999997,2.9692832764505117,Medium,1
1231,137,1010.5,33.1,79.0,69.0,3.1,50.0,18.8,5.0,2.651006711409396,Low,0
1232,138,1007.9,31.1,85.0,85.0,4.4,180.0,14.6,4.200000000000003,2.9411764705882355,Low,1
1233,139,1008.2,32.3,86.0,72.0,7.6,20.0,9.2,4.4999999999999964,2.9655172413793105,Low,1
1234,140,1008.6,32.0,76.0,77.0,10.4,220.0,38.0,6.0,2.5418060200668897,Medium,0
1235,141,1008.9,30.8,98.0,93.0,0.6,170.0,25.1,4.400000000000002,3.4027777777777777,Medium,1
1236,142,1008.1,32.8,82.0,88.0,0.2,220.0,38.3,5.399999999999999,2.8275862068965516,Medium,1
1237,143,1006.5,33.8,69.0,70.0,6.9,220.0,23.9,6.799999999999997,2.3,Medium,1
1238,144,1008.5,31.0,65.0,49.0,11.8,220.0,9.1,4.199999999999999,2.2968197879858656,Low,0
1239,145,1006.8,33.0,75.0,69.0,10.1,230.0,12.6,5.0,2.491694352159468,Low,0
1240,146,1008.2,33.3,78.0,32.0,11.8,200.0,9.1,4.599999999999998,2.5742574257425743,Low,0
1241,147,1008.5,29.1,58.0,48.0,8.4,70.0,23.7,4.300000000000001,2.213740458015267,Medium,1
1242,148,1008.2,32.3,81.0,30.0,11.5,230.0,39.3,3.8999999999999986,2.691029900332226,Medium,0
1243,149,1009.9,32.4,79.0,32.0,1.5,220.0,30.4,3.3999999999999986,2.6158940397350996,Medium,0
1244,150,1008.5,33.9,80.0,79.0,5.7,200.0,39.7,5.799999999999997,2.6666666666666665,Medium,1
1245,151,1009.8,33.0,79.0,21.0,8.5,220.0,39.7,5.100000000000001,2.607260726072607,Medium,0
1246,152,1010.0,34.2,84.0,57.0,5.9,130.0,24.4,6.0000000000000036,2.772277227722772,Medium,1
1247,153,1007.7,32.0,74.0,46.0,10.3,190.0,19.0,3.6999999999999993,2.442244224422442,Low,0
1248,154,1006.1,33.3,78.0,66.0,6.5,80.0,9.9,4.4999999999999964,2.5742574257425743,Low,1
1249,155,1008.2,34.0,81.0,79.0,6.8,290.0,39.7,5.800000000000001,2.6821192052980134,Medium,1
1250,156,1008.1,34.0,74.0,22.0,11.8,240.0,12.5,5.300000000000001,2.442244224422442,Low,0
1251,236,1005.0,35.3,74.0,49.0,10.8,230.0,28.6,8.899999999999999,2.442244224422442,Medium,1
1252,158,1008.9,33.4,82.0,72.0,7.7,60.0,39.7,4.799999999999997,2.706270627062706,Medium,0
1253,159,1005.3,32.0,87.0,85.0,1.5,220.0,9.1,5.800000000000001,2.9794520547945207,Low,1
1254,160,1009.5,32.8,75.0,61.0,7.2,110.0,9.2,4.699999999999996,2.491694352159468,Low,1
1255,161,1009.3,31.7,84.0,86.0,1.6,190.0,21.6,4.099999999999998,2.857142857142857,Medium,1
1256,162,1007.8,32.9,79.0,72.0,8.8,200.0,16.2,4.799999999999997,2.6245847176079735,Low,1
1257,163,1006.6,32.9,81.0,75.0,2.1,220.0,19.8,5.599999999999998,2.7272727272727275,Low,1
1258,164,1008.5,35.1,75.0,32.0,9.5,220.0,12.6,7.100000000000001,2.4752475247524752,Low,0
1259,165,1005.5,33.0,74.0,29.0,10.0,190.0,22.6,5.600000000000001,2.466666666666667,Medium,0
1260,166,1010.3,32.8,84.0,85.0,2.1,100.0,13.0,4.899999999999999,2.8767123287671232,Low,1
1261,167,1007.7,31.1,81.0,88.0,3.8,180.0,11.3,4.300000000000001,2.832167832167832,Low,1
1262,168,1008.8,31.0,82.0,88.0,7.0,220.0,13.6,3.6000000000000014,2.887323943661972,Low,1
1263,169,1001.0,32.1,75.0,78.0,8.3,230.0,14.3,4.0,2.5,Low,0
1264,170,1000.1,33.7,75.0,48.0,7.0,70.0,28.5,5.100000000000001,2.491694352159468,Medium,1
1265,171,999.0,35.0,76.0,38.0,10.0,280.0,30.0,6.800000000000001,2.5082508250825084,Medium,0
1266,172,1005.4,30.8,88.0,88.0,1.9,240.0,29.0,4.800000000000001,3.0449826989619377,Medium,1
1267,173,1003.8,31.3,85.0,87.0,0.1,220.0,29.6,4.800000000000001,3.0249110320284696,Medium,1
1268,174,1005.9,31.3,93.0,88.0,0.1,130.0,27.0,4.800000000000001,3.240418118466899,Medium,1
1269,175,1008.1,35.0,75.0,78.0,9.0,280.0,18.0,6.600000000000001,2.4752475247524752,Low,0
1270,176,1000.7,30.4,84.0,84.0,5.7,220.0,11.7,5.0,2.937062937062937,Low,1
1271,177,1009.7,32.8,79.0,76.0,7.1,210.0,18.8,5.199999999999996,2.668918918918919,Low,1
1272,178,1008.8,31.4,81.0,84.0,1.8,200.0,12.8,4.399999999999999,2.822299651567944,Low,1
1273,179,1008.6,30.6,86.0,88.0,0.4,250.0,21.9,3.700000000000003,3.0069930069930066,Medium,1
1274,180,1007.6,32.2,86.0,82.0,1.2,180.0,14.6,6.0000000000000036,2.945205479452055,Low,1
1275,181,1008.1,32.0,80.0,69.0,6.0,230.0,12.8,4.199999999999999,2.7027027027027026,Low,1
1276,182,1010.5,32.0,85.0,83.0,6.5,250.0,21.9,5.0,2.9209621993127146,Medium,0
1277,183,1008.5,29.2,89.0,81.0,6.4,190.0,23.9,2.599999999999998,3.2014388489208634,Medium,1
1278,184,1005.2,32.9,75.0,71.0,7.6,230.0,13.3,6.099999999999998,2.508361204013378,Low,1
1279,185,1009.1,33.1,76.0,30.0,9.4,220.0,11.9,4.700000000000003,2.5082508250825084,Low,0
1280,186,1007.8,31.4,78.0,58.0,10.3,220.0,15.1,2.5,2.5742574257425743,Low,0
1281,187,1005.9,33.2,72.0,28.0,11.8,130.0,14.6,5.300000000000004,2.3920265780730894,Low,0
1282,188,1008.3,33.2,81.0,77.0,7.8,220.0,22.5,4.400000000000002,2.7,Medium,1
1283,189,1009.5,33.3,79.0,43.0,9.5,220.0,11.2,5.4999999999999964,2.6333333333333333,Low,0
1284,4,1007.9,33.0,78.0,67.0,5.7,220.0,12.5,5.199999999999999,2.5913621262458473,Low,1
1285,191,1005.7,31.0,83.0,83.0,4.7,60.0,14.8,3.1999999999999993,2.8424657534246576,Low,1
1286,192,1008.0,33.0,78.0,69.0,10.8,220.0,12.0,4.600000000000001,2.5827814569536423,Low,0
1287,193,1005.9,33.3,84.0,81.0,3.0,240.0,12.9,5.099999999999998,2.772277227722772,Low,1
1288,194,1006.1,32.3,79.0,57.0,6.1,210.0,20.2,4.199999999999996,2.6333333333333333,Medium,0
1289,195,1007.9,32.3,79.0,78.0,8.2,270.0,25.1,3.3999999999999986,2.714776632302405,Medium,1
1290,16,1008.4,32.3,79.0,40.0,11.2,220.0,12.4,5.799999999999997,2.7241379310344827,Low,0
1291,197,1008.4,34.4,72.0,41.0,10.4,20.0,9.1,5.899999999999999,2.3920265780730894,Low,0
1292,198,1008.1,33.1,75.0,46.0,10.2,240.0,9.1,5.0,2.491694352159468,Low,0
1293,199,1003.4,33.2,74.0,47.0,10.0,60.0,14.8,5.200000000000003,2.442244224422442,Low,0
1294,200,1009.6,34.0,80.0,63.0,6.8,190.0,9.1,7.5,2.6666666666666665,Low,1
1295,201,1011.4,35.6,77.0,47.0,6.3,220.0,25.2,7.800000000000001,2.541254125412541,Medium,1
1296,202,1008.4,33.3,72.0,54.0,10.1,200.0,9.5,4.899999999999999,2.376237623762376,Low,0
1297,203,1011.4,31.4,81.0,88.0,2.2,100.0,22.5,4.699999999999999,2.8027681660899657,Medium,1
1298,204,1008.0,31.0,85.0,88.0,1.9,40.0,13.0,4.699999999999999,2.9929577464788735,Low,1
1299,205,1009.9,31.8,84.0,78.0,4.1,290.0,9.1,5.199999999999999,3.0,Low,1
1300,206,1000.0,31.4,79.0,84.0,2.9,220.0,23.9,4.5,2.8214285714285716,Medium,1
1301,207,1005.7,30.5,87.0,79.0,5.9,230.0,12.8,5.5,3.2103321033210332,Low,1
1302,208,1008.3,30.8,84.0,85.0,2.4,210.0,13.1,5.0,3.111111111111111,Low,1
1303,209,1007.4,33.7,89.0,87.0,0.6,230.0,11.0,6.700000000000003,2.947019867549669,Low,1
1304,210,1008.1,33.7,72.0,29.0,5.9,10.0,9.2,5.900000000000002,2.376237623762376,Low,0
1305,211,1009.3,32.8,78.0,78.0,8.6,230.0,25.2,4.699999999999996,2.6262626262626263,Medium,1
1306,212,1011.3,32.4,77.0,54.0,9.9,100.0,20.0,5.599999999999998,2.7402135231316724,Low,1
1307,213,1008.2,30.6,81.0,82.0,2.8,220.0,25.5,4.300000000000001,2.852112676056338,Medium,1
1308,214,1008.5,35.0,75.0,30.0,9.1,130.0,9.2,7.199999999999999,2.4752475247524752,Low,0
1309,215,1000.0,32.3,89.0,80.0,6.1,210.0,25.1,4.9999999999999964,3.1785714285714284,Medium,1
1310,216,1008.1,31.7,82.0,85.0,0.4,230.0,25.9,5.199999999999999,2.81786941580756,Medium,1
1311,217,1008.3,29.1,72.0,69.0,7.1,70.0,25.9,3.3000000000000007,2.5806451612903225,Medium,1
1312,5,1005.7,31.7,76.0,49.0,7.2,240.0,15.1,4.399999999999999,2.6666666666666665,Low,1
1313,219,1008.1,32.0,84.0,78.0,4.6,220.0,15.7,5.199999999999999,2.98932384341637,Low,1
1314,220,1001.4,32.7,78.0,67.0,5.4,220.0,11.7,5.400000000000002,2.6262626262626263,Low,1
1315,221,1006.8,30.5,86.0,87.0,0.4,230.0,22.3,5.300000000000001,3.185185185185185,Medium,1
1316,222,1005.7,32.4,81.0,78.0,6.0,220.0,20.5,4.199999999999999,2.7551020408163267,Medium,1
1317,223,1008.5,30.3,89.0,80.0,4.0,70.0,10.3,5.199999999999999,3.22463768115942,Low,1
1318,6,1002.5,32.0,84.0,73.0,8.4,20.0,9.5,5.600000000000001,2.906574394463668,Low,1
1319,225,1008.9,29.9,85.0,82.0,2.1,120.0,9.1,4.0,3.195488721804511,Low,1
1320,226,1011.5,28.6,80.0,88.0,1.2,60.0,9.1,4.100000000000001,2.9850746268656714,Low,1
1321,227,1010.2,32.0,82.0,49.0,6.1,250.0,12.0,7.199999999999999,3.025830258302583,Low,1
1322,228,1005.5,27.9,93.0,88.0,0.0,230.0,19.8,2.599999999999998,3.4831460674157304,Low,1
1323,229,1009.2,28.1,81.0,84.0,1.4,190.0,21.5,2.8000000000000007,3.0681818181818183,Medium,1
1324,230,1009.7,32.3,81.0,84.0,2.5,220.0,14.5,4.299999999999997,2.793103448275862,Low,1
1325,231,1012.4,32.8,86.0,78.0,2.3,220.0,25.0,5.9999999999999964,2.9351535836177476,Medium,1
1326,232,1010.9,29.2,88.0,83.0,2.3,130.0,28.0,4.399999999999999,3.3333333333333335,Medium,1
1327,233,1008.5,30.7,79.0,84.0,2.5,50.0,11.3,4.899999999999999,2.7430555555555554,Low,1
1328,234,1008.6,31.0,77.0,70.0,6.4,180.0,15.3,5.199999999999999,2.8413284132841325,Low,0
1329,235,1010.5,30.6,84.0,57.0,3.9,180.0,13.6,3.700000000000003,3.0,Low,1
1330,236,1011.1,33.7,75.0,39.0,9.1,130.0,30.5,6.100000000000001,2.4834437086092715,Medium,0
1331,237,1006.2,32.4,77.0,59.0,3.5,220.0,12.3,5.599999999999998,2.6460481099656357,Low,0
1332,238,1007.9,31.4,87.0,83.0,3.0,80.0,37.5,4.899999999999999,3.0313588850174216,Medium,1
1333,239,1009.4,31.9,83.0,83.0,3.4,80.0,34.0,5.399999999999999,2.902097902097902,Medium,1
1334,240,1013.2,31.3,81.0,82.0,3.2,220.0,22.9,5.100000000000001,2.8027681660899657,Medium,1
1335,241,1015.0,30.7,76.0,49.0,8.8,90.0,21.3,5.199999999999999,2.814814814814815,Medium,0
1336,242,1015.0,31.9,74.0,67.0,8.0,40.0,38.0,5.5,2.6056338028169015,Medium,1
1337,243,1008.9,31.2,83.0,85.0,2.2,240.0,39.7,4.5,2.932862190812721,Medium,1
1338,244,1007.6,31.0,76.0,83.0,2.0,220.0,34.0,5.199999999999999,2.64808362369338,Medium,1
1339,245,1010.2,31.7,79.0,88.0,1.6,70.0,22.0,5.800000000000001,2.801418439716312,Medium,1
1340,246,1012.8,30.7,75.0,43.0,7.2,90.0,25.1,4.699999999999999,2.7075812274368234,Medium,0
1341,247,1008.1,31.0,75.0,78.0,2.0,200.0,36.0,4.100000000000001,2.6595744680851063,Medium,1
1342,248,1005.8,31.7,79.0,73.0,7.9,220.0,29.6,5.5,2.7526132404181185,Medium,0
