cloud,sunshine,maxtemp cloud,humidity,sunshine windspeed,sunshine winddirection,id sunshine,day sunshine,day,id,cloud temp_diff,temp_diff,maxtemp,winddirection,rainfall
88.0,0.2,1821.6,92.0,3.0,8.0,228.2,9.4,47.0,1141.0,220.0,2.5,20.7,40.0,1
90.0,0.2,1539.0000000000002,87.0,5.0200000000000005,4.0,228.4,9.6,48.0,1142.0,171.0000000000002,1.900000000000002,17.1,20.0,1
88.0,0.0,1795.1999999999998,90.0,0.0,0.0,0.0,0.0,49.0,1143.0,290.39999999999975,3.299999999999997,20.4,70.0,1
83.0,1.2,1253.3,74.0,9.96,24.0,1372.8,60.0,50.0,1144.0,356.8999999999999,4.299999999999999,15.1,20.0,1
96.0,1.1,1785.6,95.0,36.85,77.0,1259.5,56.1,51.0,1145.0,211.20000000000027,2.200000000000003,18.6,70.0,1
100.0,0.2,1739.9999999999998,96.0,3.2200000000000006,10.0,229.2,10.4,52.0,1146.0,100.0,1.0,17.4,50.0,1
93.0,0.2,1525.1999999999998,93.0,3.4600000000000004,4.0,229.4,10.6,53.0,1147.0,204.5999999999999,2.1999999999999993,16.4,20.0,1
88.0,0.2,1364.0,79.0,2.92,8.0,229.6,10.8,54.0,1148.0,343.20000000000005,3.9,15.5,40.0,1
96.0,0.0,1680.0,92.0,0.0,0.0,0.0,0.0,55.0,1149.0,57.600000000000136,0.6000000000000014,17.5,40.0,1
95.0,0.9,1396.5,97.0,22.05,63.0,1035.0,50.4,56.0,1150.0,265.9999999999999,2.799999999999999,14.7,70.0,1
93.0,0.0,1915.8,95.0,0.0,0.0,0.0,0.0,57.0,1151.0,325.5,3.5,20.6,70.0,1
87.0,0.3,1748.7,92.0,6.72,15.0,345.59999999999997,17.4,58.0,1152.0,261.0,3.0,20.1,50.0,1
88.0,0.0,1900.8,81.0,0.0,0.0,0.0,0.0,59.0,1153.0,176.0,2.0,21.6,50.0,1
85.0,0.2,1887.0,92.0,2.52,10.0,230.8,12.0,60.0,1154.0,161.4999999999999,1.8999999999999984,22.2,50.0,1
95.0,0.0,1548.5,97.0,0.0,0.0,0.0,0.0,61.0,1155.0,199.50000000000017,2.1000000000000014,16.3,40.0,1
95.0,0.0,1805.0,97.0,0.0,0.0,0.0,0.0,62.0,1156.0,199.50000000000017,2.1000000000000014,19.0,50.0,1
92.0,0.2,1830.8,96.0,2.8200000000000003,8.0,231.4,12.6,63.0,1157.0,165.59999999999974,1.7999999999999972,19.9,40.0,1
95.0,0.0,1747.9999999999998,95.0,0.0,0.0,0.0,0.0,64.0,1158.0,218.49999999999972,2.299999999999997,18.4,50.0,1
49.0,11.0,1068.2,70.0,412.5,220.0,12749.0,715.0,65.0,1159.0,205.79999999999995,4.199999999999999,21.8,20.0,0
88.0,0.1,1434.4,59.0,1.6,4.0,116.0,6.6000000000000005,66.0,1160.0,70.40000000000006,0.8000000000000007,16.3,40.0,1
88.0,0.0,1962.4,79.0,0.0,0.0,0.0,0.0,67.0,1161.0,272.8000000000001,3.1000000000000014,22.3,70.0,1
19.0,2.4,433.2,73.0,35.52,48.0,2788.7999999999997,163.2,68.0,1162.0,112.10000000000004,5.900000000000002,22.8,20.0,0
83.0,0.3,1668.3000000000002,92.0,4.83,15.0,348.9,20.7,69.0,1163.0,41.5,0.5,20.1,50.0,1
20.0,9.8,428.0,75.0,88.2,588.0,11407.2,686.0,70.0,1164.0,61.99999999999996,3.099999999999998,21.4,60.0,0
95.0,0.0,1919.0,95.0,0.0,0.0,0.0,0.0,71.0,1165.0,341.9999999999998,3.599999999999998,20.2,50.0,1
96.0,0.3,1756.8000000000002,95.0,2.73,6.0,349.8,21.6,72.0,1166.0,364.80000000000007,3.8000000000000007,18.3,20.0,1
89.0,0.5,2314.0,85.0,9.0,15.0,583.5,36.5,73.0,1167.0,507.2999999999999,5.699999999999999,26.0,30.0,1
80.0,0.0,1888.0,85.0,0.0,0.0,0.0,0.0,74.0,1168.0,288.0000000000001,3.6000000000000014,23.6,40.0,1
84.0,0.6,1789.2,83.0,22.74,48.0,701.4,45.0,75.0,1169.0,176.40000000000012,2.1000000000000014,21.3,80.0,0
88.0,1.4,2279.2,91.0,46.48,70.0,1638.0,106.4,76.0,1170.0,387.1999999999999,4.399999999999999,25.9,50.0,1
91.0,2.1,2420.6,91.0,33.6,84.0,2459.1,161.70000000000002,77.0,1171.0,391.30000000000007,4.300000000000001,26.6,40.0,1
62.0,10.0,1624.4,77.0,395.0,600.0,11720.0,780.0,78.0,1172.0,310.0,5.0,26.2,60.0,1
100.0,0.2,2480.0,93.0,8.28,20.0,234.6,15.8,79.0,1173.0,110.00000000000014,1.1000000000000014,24.8,100.0,1
79.0,5.0,2061.9,85.0,110.0,350.0,5870.0,400.0,80.0,1174.0,505.6000000000002,6.400000000000002,26.1,70.0,1
79.0,2.2,1287.7,76.0,78.32000000000001,66.0,2585.0,178.20000000000002,81.0,1175.0,213.3000000000001,2.700000000000001,16.3,30.0,0
88.0,0.8,2472.8,92.0,17.52,96.0,940.8,65.60000000000001,82.0,1176.0,396.0,4.5,28.1,120.0,1
90.0,0.2,1971.0,92.0,4.1000000000000005,4.0,235.4,16.6,83.0,1177.0,188.9999999999998,2.099999999999998,21.9,20.0,1
83.0,9.2,1767.9,75.0,253.92,459.99999999999994,10837.6,772.8,84.0,1178.0,298.8000000000001,3.6000000000000014,21.3,50.0,1
83.0,3.7,2191.2,90.0,92.5,370.0,4362.3,314.5,85.0,1179.0,307.09999999999997,3.6999999999999993,26.4,100.0,1
93.0,0.0,2445.9,97.0,0.0,0.0,0.0,0.0,86.0,1180.0,492.9000000000001,5.300000000000001,26.3,50.0,1
84.0,2.1,2343.6,89.0,29.82,168.0,2480.1,182.7,87.0,1181.0,319.19999999999976,3.799999999999997,27.9,80.0,1
81.0,0.3,2041.2,89.0,9.18,54.0,354.59999999999997,26.4,88.0,1182.0,170.09999999999982,2.099999999999998,25.2,180.0,1
88.0,1.1,2376.0,91.0,30.69,66.0,1301.3000000000002,97.9,89.0,1183.0,299.1999999999999,3.3999999999999986,27.0,60.0,1
88.0,0.3,2455.2,93.0,4.29,12.0,355.2,27.0,90.0,1184.0,404.79999999999984,4.599999999999998,27.9,40.0,1
88.0,0.0,2182.4,91.0,0.0,0.0,0.0,0.0,91.0,1185.0,264.0,3.0,24.8,50.0,1
89.0,0.2,2376.2999999999997,87.0,3.4600000000000004,16.0,237.2,18.4,92.0,1186.0,267.0,3.0,26.7,80.0,0
88.0,1.5,2226.4,89.0,42.0,120.0,1780.5,139.5,93.0,1187.0,378.4000000000001,4.300000000000001,25.3,80.0,1
83.0,1.3,2224.4,90.0,22.75,91.0,1544.4,122.2,94.0,1188.0,531.2000000000002,6.400000000000002,26.8,70.0,1
88.0,1.8,2428.8,90.0,40.68000000000001,72.0,2140.2000000000003,171.0,95.0,1189.0,281.60000000000025,3.200000000000003,27.6,40.0,1
84.0,2.5,2368.7999999999997,89.0,38.5,100.0,2975.0,240.0,96.0,1190.0,344.3999999999998,4.099999999999998,28.2,40.0,1
81.0,1.1,2178.9,87.0,31.680000000000003,77.0,1310.1,106.7,97.0,1191.0,178.19999999999993,2.1999999999999993,26.9,70.0,1
88.0,1.0,2499.2,97.0,30.0,50.0,1192.0,98.0,98.0,1192.0,325.5999999999999,3.6999999999999993,28.4,50.0,1
80.0,2.5,2248.0,82.0,34.5,550.0,2982.5,247.5,99.0,1193.0,400.0,5.0,28.1,220.0,1
82.0,2.5,2386.2000000000003,87.0,41.25,250.0,2985.0,250.0,100.0,1194.0,303.4000000000002,3.700000000000003,29.1,100.0,1
83.0,0.1,2182.9,90.0,2.09,20.0,119.5,10.1,101.0,1195.0,149.40000000000006,1.8000000000000007,26.3,200.0,1
88.0,0.1,2314.4,93.0,1.34,3.0,119.6,10.2,102.0,1196.0,140.80000000000013,1.6000000000000014,26.3,30.0,0
89.0,2.1,2545.4,87.0,74.13,63.0,2513.7000000000003,216.3,103.0,1197.0,347.1000000000002,3.900000000000002,28.6,30.0,1
83.0,1.0,2390.4,89.0,15.0,60.0,1198.0,104.0,104.0,1198.0,340.3000000000001,4.100000000000001,28.8,60.0,1
85.0,1.8,2346.0,84.0,49.32,144.0,2158.2000000000003,189.0,105.0,1199.0,263.5000000000001,3.1000000000000014,27.6,80.0,1
83.0,2.6,2506.6,84.0,31.200000000000003,598.0,3120.0,275.6,106.0,1200.0,398.4,4.800000000000001,30.2,230.0,1
86.0,0.0,2390.8,93.0,0.0,0.0,0.0,0.0,107.0,1201.0,240.80000000000007,2.8000000000000007,27.8,190.0,1
85.0,3.1,2575.5,84.0,49.6,589.0,3726.2,334.8,108.0,1202.0,348.5000000000001,4.100000000000001,30.3,190.0,1
88.0,2.2,2578.4,89.0,44.0,374.00000000000006,2646.6000000000004,239.8,109.0,1203.0,290.4000000000001,3.3000000000000007,29.3,170.0,1
88.0,0.4,2534.4,89.0,8.8,80.0,481.6,44.0,110.0,1204.0,431.20000000000016,4.900000000000002,28.8,200.0,1
75.0,7.2,2130.0,84.0,180.72000000000003,504.0,8676.0,799.2,111.0,1205.0,277.49999999999994,3.6999999999999993,28.4,70.0,1
78.0,5.4,2191.8,80.0,68.04,216.0,6512.400000000001,604.8000000000001,112.0,1206.0,202.80000000000013,2.6000000000000014,28.1,40.0,1
81.0,2.3,2324.7,90.0,53.59,161.0,2776.1,259.9,113.0,1207.0,315.89999999999986,3.8999999999999986,28.7,70.0,1
90.0,1.3,2592.0,91.0,32.37,104.0,1570.4,148.20000000000002,114.0,1208.0,467.99999999999994,5.199999999999999,28.8,80.0,0
81.0,2.3,2494.8,84.0,32.89,229.99999999999997,2780.7,264.5,115.0,1209.0,324.0,4.0,30.8,100.0,1
81.0,2.5,2413.8,87.0,31.75,50.0,3025.0,200.0,80.0,1210.0,380.69999999999993,4.699999999999999,29.8,20.0,1
83.0,3.7,2357.2,85.0,52.91,222.0,4480.7,432.9,117.0,1211.0,298.79999999999984,3.599999999999998,28.4,60.0,1
74.0,6.0,2116.4,76.0,55.2,360.0,7272.0,708.0,118.0,1212.0,281.20000000000005,3.8000000000000007,28.6,60.0,1
70.0,6.0,1834.0,79.0,191.4,420.0,7278.0,714.0,119.0,1213.0,216.99999999999983,3.099999999999998,26.2,70.0,1
88.0,1.0,2534.4,94.0,16.9,190.0,1214.0,120.0,120.0,1214.0,413.5999999999999,4.699999999999999,28.8,190.0,1
82.0,0.4,2353.4,81.0,6.08,88.0,486.0,48.400000000000006,121.0,1215.0,180.39999999999995,2.1999999999999993,28.7,220.0,1
88.0,0.4,2710.4,81.0,5.2,84.0,486.4,48.8,122.0,1216.0,440.0,5.0,30.8,210.0,1
78.0,4.5,2386.8,81.0,74.25,135.0,5476.5,553.5,123.0,1217.0,327.60000000000025,4.200000000000003,30.6,30.0,1
61.0,7.2,1750.7,81.0,53.28,360.0,8769.6,892.8000000000001,124.0,1218.0,237.89999999999992,3.8999999999999986,28.7,50.0,1
78.0,1.0,2238.6,92.0,15.8,70.0,1219.0,125.0,125.0,1219.0,304.1999999999999,3.8999999999999986,28.7,70.0,1
86.0,1.2,2390.8,90.0,18.119999999999997,228.0,1464.0,151.2,126.0,1220.0,215.0,2.5,27.8,190.0,1
88.0,0.9,2710.4,87.0,10.71,198.0,1098.9,114.3,127.0,1221.0,475.20000000000016,5.400000000000002,30.8,220.0,1
83.0,3.7,2332.3,85.0,59.2,777.0,4521.400000000001,473.6,128.0,1222.0,240.7000000000002,2.900000000000002,28.1,210.0,1
87.0,8.3,2670.9,81.0,130.31,1909.0,10150.9,1070.7,129.0,1223.0,426.2999999999999,4.899999999999999,30.7,230.0,1
83.0,2.2,2539.8,87.0,59.18,396.00000000000006,2692.8,286.0,130.0,1224.0,522.9000000000001,6.300000000000001,30.6,180.0,1
88.0,1.5,2728.0,85.0,40.5,345.0,1837.5,196.5,131.0,1225.0,396.0,4.5,31.0,230.0,1
78.0,2.9,2558.3999999999996,84.0,72.79,638.0,3555.4,382.8,132.0,1226.0,475.79999999999984,6.099999999999998,32.8,220.0,1
86.0,3.3,2838.0,79.0,91.08,726.0,4049.1,438.9,133.0,1227.0,438.60000000000014,5.100000000000001,33.0,220.0,1
88.0,1.2,2745.6,86.0,15.839999999999998,264.0,1473.6,160.79999999999998,134.0,1228.0,387.1999999999999,4.399999999999999,31.2,220.0,1
82.0,3.1,2714.2000000000003,90.0,70.99,248.0,3809.9,418.5,135.0,1229.0,344.4000000000002,4.200000000000003,33.1,80.0,1
80.0,4.2,2632.0,87.0,86.10000000000001,966.0,5166.0,571.2,136.0,1230.0,463.9999999999998,5.799999999999997,32.9,230.0,1
69.0,3.1,2283.9,79.0,58.28,155.0,3816.1,424.7,137.0,1231.0,345.0,5.0,33.1,50.0,0
85.0,4.4,2643.5,85.0,64.24000000000001,792.0000000000001,5420.8,607.2,138.0,1232.0,357.0000000000002,4.200000000000003,31.1,180.0,1
72.0,7.6,2325.6,86.0,69.91999999999999,152.0,9370.8,1056.4,139.0,1233.0,323.9999999999998,4.4999999999999964,32.3,20.0,1
77.0,10.4,2464.0,76.0,395.2,2288.0,12833.6,1456.0,140.0,1234.0,462.0,6.0,32.0,220.0,0
93.0,0.6,2864.4,97.0,15.06,102.0,741.0,84.6,141.0,1235.0,409.2000000000002,4.400000000000002,30.8,170.0,1
88.0,0.2,2886.3999999999996,82.0,7.66,44.0,247.2,28.4,142.0,1236.0,475.1999999999999,5.399999999999999,32.8,220.0,1
70.0,6.9,2366.0,69.0,164.91,1518.0,8535.300000000001,986.7,143.0,1237.0,475.9999999999998,6.799999999999997,33.8,220.0,1
49.0,11.8,1519.0,65.0,107.38,2596.0,14608.4,1699.2,144.0,1238.0,205.79999999999995,4.199999999999999,31.0,220.0,0
69.0,10.1,2277.0,75.0,127.26,2323.0,12513.9,1464.5,145.0,1239.0,345.0,5.0,33.0,230.0,0
32.0,11.8,1065.6,78.0,107.38,2360.0,14632.0,1722.8000000000002,146.0,1240.0,147.19999999999993,4.599999999999998,33.3,200.0,0
48.0,8.4,1396.8000000000002,59.0,199.08,588.0,10424.4,1234.8,147.0,1241.0,206.40000000000003,4.300000000000001,29.1,70.0,1
30.0,11.5,969.0,81.0,451.95,2645.0,14283.0,1702.0,148.0,1242.0,116.99999999999996,3.8999999999999986,32.3,230.0,0
32.0,1.5,1036.8,79.0,45.599999999999994,330.0,1864.5,223.5,149.0,1243.0,108.79999999999995,3.3999999999999986,32.4,220.0,0
79.0,5.7,2678.1,80.0,227.43,1140.0,7090.8,855.0,150.0,1244.0,458.19999999999976,5.799999999999997,33.9,200.0,1
21.0,8.5,693.0,79.0,430.1,1870.0,10582.5,1283.5,151.0,1245.0,107.10000000000002,5.100000000000001,33.0,220.0,0
57.0,5.9,1949.4,84.0,143.96,767.0,7351.400000000001,896.8000000000001,152.0,1246.0,342.0000000000002,6.0000000000000036,34.2,130.0,1
46.0,10.3,1472.0,74.0,195.7,1957.0,12844.1,1575.9,153.0,1247.0,170.19999999999996,3.6999999999999993,32.0,190.0,0
66.0,6.5,2197.7999999999997,78.0,64.35000000000001,520.0,8112.0,1001.0,154.0,1248.0,296.9999999999998,4.4999999999999964,33.3,80.0,1
79.0,6.8,2686.0,81.0,297.84,1972.0,8493.199999999999,1054.0,155.0,1249.0,458.2000000000001,5.800000000000001,34.0,290.0,1
22.0,11.8,748.0,74.0,147.5,2832.0,14750.0,1840.8,156.0,1250.0,116.60000000000002,5.300000000000001,34.0,240.0,0
49.0,10.8,1729.6999999999998,74.0,308.88000000000005,2484.0,13510.8,2548.8,236.0,1251.0,436.0999999999999,8.899999999999999,35.3,230.0,1
72.0,7.7,2404.7999999999997,82.0,314.15999999999997,462.0,9640.4,1216.6,158.0,1252.0,345.5999999999998,4.799999999999997,33.4,60.0,0
85.0,1.5,2720.0,87.0,10.35,330.0,1879.5,238.5,159.0,1253.0,493.00000000000006,5.800000000000001,32.0,220.0,1
61.0,7.2,2000.7999999999995,75.0,66.24,792.0,9028.8,1152.0,160.0,1254.0,286.69999999999976,4.699999999999996,32.8,110.0,1
86.0,1.6,2726.2,84.0,34.56,304.0,2008.0,257.6,161.0,1255.0,352.5999999999998,4.099999999999998,31.7,190.0,1
72.0,8.8,2368.7999999999997,79.0,142.56,1760.0000000000002,11052.8,1425.6,162.0,1256.0,345.5999999999998,4.799999999999997,32.9,200.0,1
75.0,2.1,2467.5,81.0,41.580000000000005,462.0,2639.7000000000003,342.3,163.0,1257.0,419.99999999999983,5.599999999999998,32.9,220.0,1
32.0,9.5,1123.2,75.0,119.7,2090.0,11951.0,1558.0,164.0,1258.0,227.20000000000005,7.100000000000001,35.1,220.0,0
29.0,10.0,957.0,74.0,226.0,1900.0,12590.0,1650.0,165.0,1259.0,162.40000000000003,5.600000000000001,33.0,190.0,0
85.0,2.1,2787.9999999999995,84.0,27.3,210.0,2646.0,348.6,166.0,1260.0,416.4999999999999,4.899999999999999,32.8,100.0,1
88.0,3.8,2736.8,81.0,42.94,684.0,4791.8,634.6,167.0,1261.0,378.4000000000001,4.300000000000001,31.1,180.0,1
88.0,7.0,2728.0,82.0,95.2,1540.0,8834.0,1176.0,168.0,1262.0,316.8000000000001,3.6000000000000014,31.0,220.0,1
78.0,8.3,2503.8,75.0,118.69,1909.0,10482.9,1402.7,169.0,1263.0,312.0,4.0,32.1,230.0,0
48.0,7.0,1617.6,75.0,199.5,490.0,8848.0,1190.0,170.0,1264.0,244.80000000000007,5.100000000000001,33.7,70.0,1
38.0,10.0,1330.0,76.0,300.0,2800.0,12650.0,1710.0,171.0,1265.0,258.40000000000003,6.800000000000001,35.0,280.0,0
88.0,1.9,2710.4,88.0,55.099999999999994,456.0,2405.4,326.8,172.0,1266.0,422.4000000000001,4.800000000000001,30.8,240.0,1
87.0,0.1,2723.1,85.0,2.9600000000000004,22.0,126.7,17.3,173.0,1267.0,417.6000000000001,4.800000000000001,31.3,220.0,1
88.0,0.1,2754.4,93.0,2.7,13.0,126.8,17.400000000000002,174.0,1268.0,422.4000000000001,4.800000000000001,31.3,130.0,1
78.0,9.0,2730.0,75.0,162.0,2520.0,11421.0,1575.0,175.0,1269.0,514.8000000000001,6.600000000000001,35.0,280.0,0
84.0,5.7,2553.6,84.0,66.69,1254.0,7239.0,1003.2,176.0,1270.0,420.0,5.0,30.4,220.0,1
76.0,7.1,2492.7999999999997,79.0,133.48,1491.0,9024.1,1256.7,177.0,1271.0,395.1999999999997,5.199999999999996,32.8,210.0,1
84.0,1.8,2637.6,81.0,23.040000000000003,360.0,2289.6,320.40000000000003,178.0,1272.0,369.5999999999999,4.399999999999999,31.4,200.0,1
88.0,0.4,2692.8,86.0,8.76,100.0,509.2000000000001,71.60000000000001,179.0,1273.0,325.60000000000025,3.700000000000003,30.6,250.0,1
82.0,1.2,2640.4,86.0,17.52,216.0,1528.8,216.0,180.0,1274.0,492.0000000000003,6.0000000000000036,32.2,180.0,1
69.0,6.0,2208.0,80.0,76.80000000000001,1380.0,7650.0,1086.0,181.0,1275.0,289.79999999999995,4.199999999999999,32.0,230.0,1
83.0,6.5,2656.0,85.0,142.35,1625.0,8294.0,1183.0,182.0,1276.0,415.0,5.0,32.0,250.0,0
81.0,6.4,2365.2,89.0,152.96,1216.0,8172.8,1171.2,183.0,1277.0,210.59999999999985,2.599999999999998,29.2,190.0,1
71.0,7.6,2335.9,75.0,101.08,1748.0,9712.8,1398.4,184.0,1278.0,433.09999999999985,6.099999999999998,32.9,230.0,1
30.0,9.4,993.0,76.0,111.86,2068.0,12022.6,1739.0,185.0,1279.0,141.00000000000009,4.700000000000003,33.1,220.0,0
58.0,10.3,1821.2,78.0,155.53,2266.0,13184.0,1915.8,186.0,1280.0,145.0,2.5,31.4,220.0,0
28.0,11.8,929.6,72.0,172.28,1534.0,15115.8,2206.6,187.0,1281.0,148.40000000000012,5.300000000000004,33.2,130.0,0
77.0,7.8,2556.4,81.0,175.5,1716.0,9999.6,1466.4,188.0,1282.0,338.8000000000002,4.400000000000002,33.2,220.0,1
43.0,9.5,1431.9,79.0,106.4,2090.0,12188.5,1795.5,189.0,1283.0,236.49999999999983,5.4999999999999964,33.3,220.0,0
67.0,5.7,2211.0,78.0,71.25,1254.0,7318.8,22.8,4.0,1284.0,348.4,5.199999999999999,33.0,220.0,1
83.0,4.7,2573.0,83.0,69.56,282.0,6039.5,897.7,191.0,1285.0,265.59999999999997,3.1999999999999993,31.0,60.0,1
69.0,10.8,2277.0,78.0,129.60000000000002,2376.0,13888.8,2073.6000000000004,192.0,1286.0,317.4000000000001,4.600000000000001,33.0,220.0,0
81.0,3.0,2697.2999999999997,84.0,38.7,720.0,3861.0,579.0,193.0,1287.0,413.09999999999985,5.099999999999998,33.3,240.0,1
57.0,6.1,1841.1,79.0,123.21999999999998,1281.0,7856.799999999999,1183.4,194.0,1288.0,239.39999999999975,4.199999999999996,32.3,210.0,0
78.0,8.2,2519.3999999999996,79.0,205.82,2214.0,10569.8,1598.9999999999998,195.0,1289.0,265.1999999999999,3.3999999999999986,32.3,270.0,1
40.0,11.2,1292.0,79.0,138.88,2464.0,14447.999999999998,179.2,16.0,1290.0,231.9999999999999,5.799999999999997,32.3,220.0,0
41.0,10.4,1410.4,72.0,71.76,208.0,13426.4,2048.8,197.0,1291.0,241.89999999999995,5.899999999999999,34.4,20.0,0
46.0,10.2,1522.6,75.0,70.38,2448.0,13178.4,2019.6,198.0,1292.0,230.0,5.0,33.1,240.0,0
47.0,10.0,1560.4,74.0,148.0,600.0,12930.0,1990.0,199.0,1293.0,244.40000000000015,5.200000000000003,33.2,60.0,0
63.0,6.8,2142.0,80.0,53.72,1292.0,8799.199999999999,1360.0,200.0,1294.0,472.5,7.5,34.0,190.0,1
47.0,6.3,1673.2,77.0,158.76,1386.0,8158.5,1266.3,201.0,1295.0,366.6,7.800000000000001,35.6,220.0,1
54.0,10.1,1798.1999999999998,72.0,95.95,2020.0,13089.6,2040.2,202.0,1296.0,264.5999999999999,4.899999999999999,33.3,200.0,0
88.0,2.2,2763.2,81.0,49.50000000000001,220.00000000000003,2853.4,446.6,203.0,1297.0,413.5999999999999,4.699999999999999,31.4,100.0,1
88.0,1.9,2728.0,85.0,24.7,76.0,2466.2,387.6,204.0,1298.0,413.5999999999999,4.699999999999999,31.0,40.0,1
78.0,4.1,2480.4,84.0,33.209999999999994,1189.0,5325.9,840.4999999999999,205.0,1299.0,405.6,5.199999999999999,31.8,290.0,1
84.0,2.9,2637.6,79.0,69.30999999999999,638.0,3770.0,597.4,206.0,1300.0,378.0,4.5,31.4,220.0,1
79.0,5.9,2409.5,87.0,75.52000000000001,1357.0,7675.900000000001,1221.3000000000002,207.0,1301.0,434.5,5.5,30.5,230.0,1
85.0,2.4,2618.0,84.0,31.44,504.0,3124.7999999999997,499.2,208.0,1302.0,425.0,5.0,30.8,210.0,1
87.0,0.6,2931.9,89.0,6.6,138.0,781.8,125.4,209.0,1303.0,582.9000000000002,6.700000000000003,33.7,230.0,1
29.0,5.9,977.3,72.0,54.28,59.0,7693.6,1239.0,210.0,1304.0,171.10000000000005,5.900000000000002,33.7,10.0,0
78.0,8.6,2558.3999999999996,78.0,216.72,1978.0,11223.0,1814.6,211.0,1305.0,366.5999999999997,4.699999999999996,32.8,230.0,1
54.0,9.9,1749.6,77.0,198.0,990.0,12929.4,2098.8,212.0,1306.0,302.39999999999986,5.599999999999998,32.4,100.0,1
82.0,2.8,2509.2000000000003,81.0,71.39999999999999,616.0,3659.6,596.4,213.0,1307.0,352.6000000000001,4.300000000000001,30.6,220.0,1
30.0,9.1,1050.0,75.0,83.71999999999998,1183.0,11902.8,1947.4,214.0,1308.0,215.99999999999997,7.199999999999999,35.0,130.0,0
80.0,6.1,2584.0,89.0,153.11,1281.0,7984.9,1311.5,215.0,1309.0,399.9999999999997,4.9999999999999964,32.3,210.0,1
85.0,0.4,2694.5,82.0,10.36,92.0,524.0,86.4,216.0,1310.0,441.99999999999994,5.199999999999999,31.7,230.0,1
69.0,7.1,2007.9,72.0,183.89,497.0,9308.1,1540.6999999999998,217.0,1311.0,227.70000000000005,3.3000000000000007,29.1,70.0,1
49.0,7.2,1553.3,76.0,108.72,1728.0,9446.4,36.0,5.0,1312.0,215.5999999999999,4.399999999999999,31.7,240.0,1
78.0,4.6,2496.0,84.0,72.21999999999998,1012.0,6039.799999999999,1007.4,219.0,1313.0,405.6,5.199999999999999,32.0,220.0,1
67.0,5.4,2190.9,78.0,63.18,1188.0,7095.6,1188.0,220.0,1314.0,361.8000000000001,5.400000000000002,32.7,220.0,1
87.0,0.4,2653.5,86.0,8.92,92.0,526.0,88.4,221.0,1315.0,461.1000000000001,5.300000000000001,30.5,230.0,1
78.0,6.0,2527.2,81.0,123.0,1320.0,7896.0,1332.0,222.0,1316.0,327.59999999999997,4.199999999999999,32.4,220.0,1
80.0,4.0,2424.0,89.0,41.2,280.0,5268.0,892.0,223.0,1317.0,415.99999999999994,5.199999999999999,30.3,70.0,1
73.0,8.4,2336.0,84.0,79.8,168.0,11071.2,50.400000000000006,6.0,1318.0,408.8000000000001,5.600000000000001,32.0,20.0,1
82.0,2.1,2451.7999999999997,85.0,16.59,252.0,2769.9,472.5,225.0,1319.0,328.0,4.0,29.9,120.0,1
88.0,1.2,2516.8,80.0,8.28,72.0,1584.0,271.2,226.0,1320.0,360.8000000000001,4.100000000000001,28.6,60.0,1
49.0,6.1,1568.0,82.0,73.19999999999999,1525.0,8058.099999999999,1384.6999999999998,227.0,1321.0,352.79999999999995,7.199999999999999,32.0,250.0,1
88.0,0.0,2455.2,93.0,0.0,0.0,0.0,0.0,228.0,1322.0,228.7999999999998,2.599999999999998,27.9,230.0,1
84.0,1.4,2360.4,81.0,30.1,266.0,1852.2,320.59999999999997,229.0,1323.0,235.20000000000005,2.8000000000000007,28.1,190.0,1
84.0,2.5,2713.2,81.0,36.25,550.0,3310.0,575.0,230.0,1324.0,361.19999999999976,4.299999999999997,32.3,220.0,1
78.0,2.3,2558.3999999999996,86.0,57.49999999999999,505.99999999999994,3047.4999999999995,531.3,231.0,1325.0,467.9999999999997,5.9999999999999964,32.8,220.0,1
83.0,2.3,2423.6,88.0,64.39999999999999,299.0,3049.7999999999997,533.5999999999999,232.0,1326.0,365.1999999999999,4.399999999999999,29.2,130.0,1
84.0,2.5,2578.7999999999997,79.0,28.25,125.0,3317.5,582.5,233.0,1327.0,411.5999999999999,4.899999999999999,30.7,50.0,1
70.0,6.4,2170.0,77.0,97.92000000000002,1152.0,8499.2,1497.6,234.0,1328.0,363.99999999999994,5.199999999999999,31.0,180.0,0
57.0,3.9,1744.2,84.0,53.04,702.0,5183.099999999999,916.5,235.0,1329.0,210.90000000000015,3.700000000000003,30.6,180.0,1
39.0,9.1,1314.3000000000002,75.0,277.55,1183.0,12103.0,2147.6,236.0,1330.0,237.9000000000001,6.100000000000001,33.7,130.0,0
59.0,3.5,1911.6,77.0,43.05,770.0,4658.5,829.5,237.0,1331.0,330.39999999999986,5.599999999999998,32.4,220.0,0
83.0,3.0,2606.2,87.0,112.5,240.0,3996.0,714.0,238.0,1332.0,406.6999999999999,4.899999999999999,31.4,80.0,1
83.0,3.4,2647.7,83.0,115.6,272.0,4532.2,812.6,239.0,1333.0,448.1999999999999,5.399999999999999,31.9,80.0,1
82.0,3.2,2566.6,81.0,73.28,704.0,4268.8,768.0,240.0,1334.0,418.2000000000001,5.100000000000001,31.3,220.0,1
49.0,8.8,1504.3,76.0,187.44000000000003,792.0000000000001,11748.000000000002,2120.8,241.0,1335.0,254.79999999999995,5.199999999999999,30.7,90.0,0
67.0,8.0,2137.2999999999997,74.0,304.0,320.0,10688.0,1936.0,242.0,1336.0,368.5,5.5,31.9,40.0,1
